class_id,class_name,total_sessions,total_students,dominant_emotion,avg_intensity,avg_tiredness,absence_rate,trend,priority_level,recommended_activities,recommended_duration,last_session
d9f27ad3-bb26-453e-bf22-d33e150e16cb,Class 12X,198,28,EXCITED,0.998,3.9,0.003,stable,HIGH,Hands-on experiments; Interactive presentations; Movement breaks; Brainstorming sessions,15-25 minutes,2025-03-05T03:56:43.614000+00:00
2ce0bbf2-335f-4a5c-9085-3f76fc830b71,Class 2H,63,32,HAPPY,0.478,3.49,0.004,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T04:26:05.050000+00:00
d69c29bf-b89e-4d8f-bea0-4ed3561c1526,Class 9T,63,34,HAPPY,0.583,3.68,0.0,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-10-28T04:14:55.871000+00:00
95cc971e-a8d6-44ab-b453-964152f84e80,Class 9X,62,33,HAPPY,0.519,3.71,0.049,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-17T03:02:00.014000+00:00
68729857-2865-4892-a072-fda4ff0d2f12,Class 2B,61,32,HAPPY,0.529,3.65,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-21T04:59:02.491000+00:00
ff54b582-e163-4e5c-a7c4-687dd9f4ec61,Class 2T,61,33,HAPPY,0.748,3.92,0.06,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T05:07:33.590000+00:00
bdc78ff4-938c-4549-9e01-039a2c70f920,Class 4C,61,32,HAPPY,0.441,3.56,0.049,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-11T03:01:10.554000+00:00
910a01d8-4593-46be-b990-9c891d28c022,Class 7E,60,39,HAPPY,1.0,4.31,0.085,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:11:30.023000+00:00
bdc4f5c9-8c09-4dc3-9d83-1015b3590270,Class 6S,60,34,HAPPY,0.738,4.24,0.027,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T12:04:49.148000+00:00
3a86dc44-1468-4f87-9b21-b338fa07ad24,Class 11N,60,45,HAPPY,1.0,4.34,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:59:06.482000+00:00
cbb85bee-c927-402e-9a30-a237ae8223d5,Class 6U,60,29,HAPPY,0.537,3.27,0.003,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-14T02:29:29.285000+00:00
588dd921-7128-4160-9c3b-d0e5f8ac6f17,Class 2J,60,35,HAPPY,0.484,3.79,0.08,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:07:13.748000+00:00
b7e13ea3-3de2-42e9-9432-b19c901f5762,Class 1A,60,33,HAPPY,0.421,3.57,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:13:10.310000+00:00
c72e5d5b-5cde-427b-8065-4242aadc8b47,Class 11B,59,32,HAPPY,0.484,3.24,0.034,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-04T04:02:37.928000+00:00
fb274e23-5d67-4aac-83ab-e34877d196ac,Class 11O,59,36,HAPPY,0.638,3.08,0.009,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-12T08:14:03.943000+00:00
bcf90299-b877-486a-b289-793572b78991,Class 2X,59,32,HAPPY,0.642,4.1,0.062,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T03:00:17.474000+00:00
279c47bd-2143-47d5-bdc1-1bc6b9d888ab,Class 5G,58,34,HAPPY,0.666,4.21,0.013,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T09:19:44.802000+00:00
c295a990-ee0a-47f3-b103-a452c671ed3d,Class 9B,58,32,HAPPY,0.44,3.52,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-16T03:29:32.800000+00:00
7c4b5ad7-d369-4254-8c96-80d060b83231,Class 12I,58,32,HAPPY,0.576,4.16,0.069,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-04T05:28:46.041000+00:00
85d48556-f620-4003-9f56-fbd34a0ab2c0,Class 10Z,58,35,HAPPY,0.476,3.59,0.06,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T06:30:58.246000+00:00
40a6dd56-f712-47c6-a271-3db8c879292b,Class 9X,58,33,HAPPY,0.481,3.53,0.066,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:19:58.519000+00:00
19f12404-7be2-472d-9103-c097e077ff3e,Class 8H,58,32,HAPPY,0.731,4.37,0.047,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T05:10:10.477000+00:00
fbbef7ce-9630-4cec-b684-96433dea9a5b,Class 12S,58,34,HAPPY,0.502,3.39,0.066,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T07:17:07.301000+00:00
3913281e-ba41-4acb-8e78-8cdfe1a9b873,Class 8Z,57,29,HAPPY,0.54,3.26,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-11T02:59:31.965000+00:00
212c34b0-7670-49ae-a8c9-39442d841d57,Class 7E,57,36,HAPPY,0.505,3.71,0.036,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-14T02:29:29.940000+00:00
e80719ec-a709-494a-903a-b7ea51887634,Class 6H,57,32,HAPPY,0.405,4.04,0.043,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T03:09:44.348000+00:00
cdd70ff6-5e3f-45fd-8747-925734ccfbd4,Class 7A,57,31,HAPPY,0.556,3.99,0.012,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:08:02.539000+00:00
1b5db42e-754b-433e-906e-0a84121cb020,Class 6O,56,36,HAPPY,0.534,3.5,0.106,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-11T03:13:48.928000+00:00
cd604235-92d6-40e2-bc92-c5e843c7ba38,Class 6H,56,32,HAPPY,0.631,3.9,0.005,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T06:52:52.712000+00:00
7b78186f-f1be-46ce-a67b-66215cbc9d58,Class 10D,56,33,HAPPY,0.358,3.38,0.048,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-13T03:07:33.490000+00:00
392e31e4-654a-40bf-ae71-c1c2f04c935e,Class 9G,56,34,HAPPY,0.634,3.61,0.061,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:09:02.168000+00:00
f9ed5421-9ade-4839-bac3-d610a4a174c3,Class 11J,56,39,HAPPY,1.0,4.51,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-21T04:29:29.291000+00:00
a75a67f5-632c-4963-b067-480d401b5b23,Class 11T,56,34,HAPPY,0.486,3.74,0.076,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T03:31:07.016000+00:00
8fc617e2-45e9-4fe6-b3b3-12de48ebf407,Class 4H,56,31,HAPPY,0.507,3.23,0.116,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:11:11.849000+00:00
1d851844-db0c-49cf-8283-b293b3fa64f5,Class 2P,56,32,HAPPY,0.533,4.07,0.055,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T05:07:56.044000+00:00
66e3ef68-feea-479e-b1c1-0980a65a2f2f,Class 2C,55,33,HAPPY,0.602,3.79,0.006,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T09:40:54.214000+00:00
725d3039-d187-410f-9794-cb07e446b9e1,Class 4S,55,33,HAPPY,0.546,3.84,0.071,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T04:02:03.889000+00:00
273d8866-18ed-42d7-86c4-5f64d30fc27b,Class 10I,55,35,HAPPY,0.581,3.9,0.08,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-14T04:52:49.037000+00:00
22ebf60e-3dd1-4cf1-b4d0-641f7ff3eca2,Class 3Z,54,37,HAPPY,0.644,3.43,0.003,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-12T07:40:01.005000+00:00
c540d4c4-af00-4d65-a4e0-232623751a49,Class 11M,54,32,HAPPY,0.998,3.89,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-03-07T04:29:15.849000+00:00
02420a7b-321a-41a4-aeba-0b347d1590b1,Class 9T,54,34,HAPPY,0.5,3.65,0.032,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T09:13:04.403000+00:00
fd3ec4ef-6134-4a78-b2ad-ce0b44bea9cc,Class 10X,53,32,HAPPY,0.429,3.7,0.068,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-07T03:10:57.472000+00:00
fe97b782-788b-4ad6-b468-365f61b3f2a3,Class 7K,53,36,HAPPY,0.501,3.46,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-07T02:29:29.448000+00:00
261d40cc-954c-4b5e-840e-aee102041849,Class 11B,53,33,HAPPY,0.544,3.86,0.08,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-28T03:02:28.945000+00:00
49986fee-91ba-430e-8bf0-a1b4f383523a,Class 4N,51,33,HAPPY,0.452,3.61,0.033,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-10T06:43:16.384000+00:00
94a7e431-3862-446b-9938-cddeb7f247d9,Class 9A,51,33,HAPPY,0.45,3.55,0.055,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T03:04:25.504000+00:00
0b3acd25-192e-4461-ae18-0cd8dc9ba530,Class 12Y,51,32,HAPPY,0.961,4.39,0.0,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T04:12:18.472000+00:00
f241ee2b-ab67-4dfe-a18c-66e597d7af30,Class 10S,51,30,HAPPY,0.587,3.83,0.032,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-13T04:35:51.840000+00:00
dca2c7c8-d916-417f-8e34-698a27e69354,Class 12J,51,33,HAPPY,0.466,3.68,0.015,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:14:49.446000+00:00
1bb14de3-a0e6-4748-addc-d3d060add018,Class 4G,50,30,HAPPY,0.62,3.73,0.052,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-11T03:27:00.844000+00:00
90a628bc-f763-4081-b784-d1cd54cd0836,Class 3M,50,32,HAPPY,0.768,3.76,0.038,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-03T04:09:57.942000+00:00
13f813a7-d654-4252-bb3a-edba616af4d8,Class 9L,49,33,HAPPY,0.447,3.4,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T06:10:40.300000+00:00
3c6cd043-c05f-44da-8fc5-0a83fe1847ee,Class 12D,49,34,HAPPY,0.566,3.95,0.031,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-28T04:56:16.321000+00:00
a47f3b94-a4da-4fac-8de4-bda766bc48bf,Class 9Z,49,37,HAPPY,0.527,3.38,0.084,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-06T06:59:30.156000+00:00
84902326-a535-42cd-8454-dd264d869baf,Class 9Z,48,33,HAPPY,0.651,3.72,0.012,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-22T05:10:23.510000+00:00
c00369f9-5ac9-4c0b-abd1-5f64c154100d,Class 9D,48,32,HAPPY,0.766,4.25,0.0,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-05T04:05:28.645000+00:00
a9567232-7502-46e6-b29b-2632217f60f3,Class 4L,47,30,HAPPY,0.395,3.67,0.026,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-28T03:06:11.667000+00:00
7b3c2b1e-62e5-4d1b-bf7d-529d0ddfe713,Class 4D,47,31,HAPPY,0.595,3.55,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-12T01:59:30.010000+00:00
40224178-b0a1-442a-9b78-b08413f48d00,Class 4G,47,20,HAPPY,0.683,3.09,0.0,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-12T07:21:43.383000+00:00
cb8d692f-e790-4680-86ae-03d16ce65907,Class 8P,47,35,HAPPY,0.665,3.29,0.002,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-12T09:36:03.777000+00:00
3b20d03e-dbb5-4509-9e50-c73b2b7fd127,Class 9B,47,31,HAPPY,0.55,3.75,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-11T08:31:57.225000+00:00
f428a898-3ce0-4c6e-89b1-5034f9f2aaee,Class 9B,46,25,HAPPY,0.338,3.68,0.049,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-28T05:16:17.860000+00:00
cf9257e6-e9d1-4bc8-90e4-dcba3993ff40,Class 4R,46,30,HAPPY,0.391,3.45,0.018,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-31T04:13:34.048000+00:00
e9acd37a-2a2f-4cb9-aa0f-d5746cd79337,Class 7O,46,33,HAPPY,0.48,3.48,0.059,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-05T03:01:20.895000+00:00
a06763cb-0939-4104-a677-a8f31db922b9,Class 4Y,46,33,HAPPY,0.623,4.08,0.058,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-03T04:10:04.265000+00:00
07d656ef-6353-4f04-a686-a74cf6b22139,Class 1V,45,39,HAPPY,0.635,3.23,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-09T05:11:11.652000+00:00
a2bce809-bdb7-42ef-8943-662c265c0fde,Class 2K,45,24,HAPPY,0.457,3.7,0.001,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-28T03:07:34.391000+00:00
4c7b9963-0290-4036-8d5d-2eba4cc26b66,Class 8Q,45,40,HAPPY,0.652,3.64,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-10T02:59:29.623000+00:00
05805c48-1245-4212-ad89-4232760d2794,Class 7T,45,30,HAPPY,0.447,3.38,0.074,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-28T03:05:13.797000+00:00
3d9922cd-90c5-4fad-8e79-d27c30569ead,Class 2Y,45,32,HAPPY,0.636,3.26,0.051,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-13T04:37:32.741000+00:00
5285b7a7-1b0a-45a6-be99-fe015e779d9b,Class 10A,45,33,HAPPY,0.433,3.56,0.043,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T03:07:45.986000+00:00
53183118-3ee6-4ced-a9f6-4316f5f0872f,Class 9X,45,37,HAPPY,0.814,3.99,0.0,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-14T02:59:29.616000+00:00
e165099e-23ca-43fb-a8e5-00c983db1ddf,Class 6W,45,34,HAPPY,0.381,3.59,0.068,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-11T03:05:18.517000+00:00
2a89ec9f-3334-4d3c-bd84-dd03f2e2664a,Class 3T,44,37,HAPPY,0.606,3.29,0.0,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-12T07:19:34.263000+00:00
b91089fd-aca8-4805-8204-a7aa766fb9ba,Class 12P,44,35,HAPPY,0.584,3.04,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T10:32:51.241000+00:00
b782f715-6e96-4812-95e2-f2633033ec07,Class 3K,44,33,HAPPY,0.636,3.16,0.022,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-08T02:59:32.723000+00:00
890da21b-6123-47e7-b3af-7d7a17628808,Class 5A,44,27,HAPPY,0.431,3.56,0.034,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-12T04:50:05.011000+00:00
0a9f030c-0aa2-4f31-b6cb-bd85fe97bf86,Class 6K,44,31,HAPPY,0.481,3.61,0.053,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-31T03:07:37.348000+00:00
aae23439-0ad7-4125-b52f-65eaea92516d,Class 6R,44,25,HAPPY,0.485,3.88,0.009,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-10T03:03:31.611000+00:00
ad920226-c0d7-4875-8101-df2810c4ac08,Class 8N,44,33,HAPPY,0.632,3.57,0.116,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T07:49:58.333000+00:00
b76e11fb-efc2-4c24-8648-4480d96d4973,Class 11W,44,28,HAPPY,0.511,3.5,0.047,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-12T04:50:29.687000+00:00
c9bc7edd-f980-417b-91e5-19c90e85d78d,Class 10O,44,28,HAPPY,0.693,2.81,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-13T06:40:08.886000+00:00
c2cc2cfe-3907-4240-8f58-7aab8d611400,Class 10W,43,14,HAPPY,0.707,3.82,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-12T08:40:59.935000+00:00
504dc4af-b996-420c-9f4a-3604e644d8f8,Class 3U,42,36,HAPPY,0.573,3.72,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-22T07:09:33.577000+00:00
6879075e-9df4-4ffc-bc66-76ba9f1782cf,Class 9O,42,22,HAPPY,0.626,3.97,0.124,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-11T03:00:22.076000+00:00
177bd02d-3069-4107-aa55-b4e87385943a,Class 7J,42,30,HAPPY,0.657,4.43,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-06T05:19:15.170000+00:00
20501ca1-8951-412e-9d24-62c1ca644533,Class 6S,41,32,HAPPY,0.989,3.83,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-24T03:11:45.577000+00:00
5b70b9f5-d8b8-4eb9-9aa8-c2a974db9418,Class 2R,41,35,HAPPY,0.514,3.44,0.006,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-24T02:59:29.487000+00:00
cf15decc-2d02-4116-a35e-7c6167017f86,Class 2K,41,33,HAPPY,0.539,3.6,0.064,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-21T03:11:27.694000+00:00
410acbc2-e96f-4a91-ad91-005371d230de,Class 7J,41,29,HAPPY,0.582,3.34,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-13T06:50:18.449000+00:00
fca72965-dc09-483b-a2f2-bc8245760215,Class 2P,40,27,HAPPY,0.301,3.16,0.066,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-11T03:03:20.217000+00:00
f4b8813f-9b87-4715-a5f8-5ed0a09e2473,Class 10H,40,19,HAPPY,0.601,3.7,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-13T03:07:56.562000+00:00
9ba90051-e21c-46dd-94a7-31dde4c9809e,Class 2U,40,34,HAPPY,0.673,3.33,0.006,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-12T07:12:17.907000+00:00
83462280-60dc-47b2-ad7f-2f38cfa4c14b,Class 12P,40,27,HAPPY,0.555,3.2,0.002,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-04T04:59:21.460000+00:00
65b89fb6-788b-4cf0-b0b4-5c3c538c6add,Class 8B,40,39,HAPPY,0.757,2.97,0.07,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-11T09:35:32.655000+00:00
7f6eb50a-9673-4c36-b180-1afd9038ccb6,Class 6M,39,41,HAPPY,0.597,2.94,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-08T01:59:32.932000+00:00
f7924d4a-2fb5-4131-9ce3-c62f52aad0cf,Class 7Q,39,33,HAPPY,0.563,3.15,0.05,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-07T06:53:47.771000+00:00
5ae2f1c4-9e19-4b3b-9d0d-168e968774b7,Class 8I,38,20,HAPPY,0.737,3.75,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-13T06:55:17.493000+00:00
c43ddc23-244a-43c3-94d0-7a9ab1d1f166,Class 2J,38,36,HAPPY,0.573,3.53,0.022,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-07T06:29:29.345000+00:00
d389c36a-2468-47b4-aaf8-174568108427,Class 9Z,38,28,HAPPY,0.523,3.51,0.002,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-29T03:17:52.506000+00:00
7e27f83b-8144-4800-b0f1-00c0a0f1f003,Class 8D,37,33,HAPPY,0.437,2.95,0.001,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-10-28T03:01:31.402000+00:00
9556a59d-ebac-4fc2-a277-d0662c0a38ea,Class 7Z,37,33,HAPPY,0.677,3.09,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-06T07:03:11.915000+00:00
524953f3-700d-49e0-94a9-aadc7f8cdd27,Class 4F,37,31,HAPPY,0.592,3.6,0.124,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-13T09:30:36.725000+00:00
eeff87c3-7da8-4489-9826-241175b522f7,Class 7E,37,30,HAPPY,0.994,3.68,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-06T06:29:32.097000+00:00
9bd0bd17-48f8-444b-a535-5956cc63c25b,Class 9G,37,35,HAPPY,0.591,4.03,0.06,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2024-12-11T01:59:33.125000+00:00
25edc303-a22f-456e-b851-299d4d27c873,Class 3X,36,40,HAPPY,0.546,3.32,0.133,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-24T07:02:31.898000+00:00
67fa9448-171d-439b-a464-3e70ce0cbd63,Class 5J,35,32,HAPPY,0.397,3.47,0.04,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-13T04:00:48.192000+00:00
dcfa7c05-44dc-4a33-a27c-7dff596eb9bb,Class 8K,34,16,HAPPY,0.509,3.9,0.081,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-07T03:42:41.144000+00:00
00ce8b0e-4ac5-4e30-b87b-a43af7f90d86,Class 5Y,34,32,EXCITED,1.0,4.75,0.0,stable,HIGH,Hands-on experiments; Interactive presentations; Movement breaks; Brainstorming sessions,5-15 minutes,2025-01-14T04:45:43.822000+00:00
d54efb4b-47ee-45a5-9022-0549a000ae03,Class 3D,34,27,HAPPY,0.488,3.32,0.003,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-11T03:06:34.843000+00:00
054c8f1e-13e8-4326-8c66-485fe412b909,Class 5V,33,42,HAPPY,1.0,3.23,0.009,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-13T06:57:17.272000+00:00
db282507-976f-4ec9-b6f8-4de8c9b790d5,Class 7K,32,33,HAPPY,0.689,3.02,0.09,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-08T06:56:00.477000+00:00
2fdb0838-ff2d-40f5-9595-79ee29162ea6,Class 6D,31,30,HAPPY,0.596,3.32,0.0,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-13T05:29:32.183000+00:00
4b9eb42f-d535-4bcc-8fd9-2f4f4306f80d,Class 6N,30,39,HAPPY,0.606,3.15,0.021,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-06T06:52:05.944000+00:00
605679aa-abf9-4287-9966-f440478025ae,Class 12I,30,28,HAPPY,0.485,3.61,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-08T01:59:30.415000+00:00
4f0e4de1-f8bd-4b70-b990-27970e4bf7a2,Class 5S,30,26,HAPPY,0.468,3.48,0.079,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-04T03:09:24.514000+00:00
cb7c171f-c8af-41fe-a068-0959401a25d0,Class 12R,27,35,HAPPY,0.476,3.27,0.091,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-24T06:05:47.610000+00:00
27058c0c-d084-45cc-8fe2-3bc0ad178b1f,Class 5S,26,31,HAPPY,0.642,2.99,0.0,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-10-30T11:34:48.708000+00:00
76de24a2-069a-41a6-a34f-b17c070274b3,Class 4F,24,26,HAPPY,0.587,3.56,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-05T03:06:12.578000+00:00
2bdf856f-5c5f-46b9-b0e9-b04af63b41e4,Class 10S,23,32,HAPPY,0.579,3.64,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-08T07:19:02.349000+00:00
